 time      seg dst      amp      flag
 9677      4   7.064    187.595  1  
 9677      3   7.163    25.879   1  
 9677      6   7.166    73.758   1  
 9677      5   7.082    223.446  1  
 9677      4   7.064    187.595  1  
 9677      3   7.163    25.879   1  
 9737      6   7.229    78.139   1  
 9737      5   7.132    220.521  1  
 9737      4   7.116    181.042  1  
 9737      3   7.220    20.202   1  
 9737      6   7.229    78.139   1  
 9737      5   7.132    220.521  1  
 9737      4   7.116    181.042  1  
 9737      3   7.220    20.202   1  
 9851      6   7.348    76.626   1  
 9851      5   7.229    216.035  1  
 9851      4   7.214    170.807  1  
 9851      3   7.265    12.980   1  
 9851      6   7.348    76.626   1  
 9851      5   7.229    216.035  1  
 9851      4   7.214    170.807  1  
 9851      3   7.265    12.980   1  
 9966      6   7.461    66.184   1  
 9966      5   7.330    211.698  1  
 9966      4   7.320    166.511  1  
 9966      3   7.290    9.645    1  
 9966      6   7.461    66.184   1  
 9966      5   7.330    211.698  1  
 9966      4   7.320    166.511  1  
 9966      3   7.290    9.645    1  
 10023     6   7.515    57.503   1  
 10023     5   7.381    206.484  1  
 10023     4   7.372    166.491  1  
 10023     3   7.304    9.059    1  
 10023     6   7.515    57.503   1  
 10023     5   7.381    206.484  1  
 10023     4   7.372    166.491  1  
 10023     3   7.304    9.059    1  
 10138     6   7.642    39.559   1  
 10138     5   7.504    195.673  1  
 10138     4   7.491    166.209  1  
 10138     3   7.351    12.265   1  
 10138     6   7.642    39.559   1  
 10138     5   7.504    195.673  1  
 10138     4   7.491    166.209  1  
 10138     3   7.351    12.265   1  
 10251     6   7.788    24.743   1  
 10251     5   7.647    183.686  1  
 10251     4   7.626    167.197  1  
 10251     3   7.607    20.154   1  
 10251     6   7.788    24.743   1  
 10251     5   7.647    183.686  1  
 10251     4   7.626    167.197  1  
 10251     3   7.607    20.154   1  
 10309     6   7.859    19.359   1  
 10309     5   7.716    176.484  1  
 10309     4   7.691    166.420  1  
 10309     3   7.726    26.647   1  
 10309     6   7.859    19.359   1  
 10309     5   7.716    176.484  1  
 10309     4   7.691    166.420  1  
 10309     3   7.726    26.647   1  
 10422     6   7.902    13.785   1  
 10422     5   7.837    167.690  1  
 10422     4   7.812    160.061  1  
 10422     3   7.899    33.113   1  
 10422     6   7.902    13.785   1  
 10422     5   7.837    167.690  1  
 10422     4   7.812    160.061  1  
 10422     3   7.899    33.113   1  
 10481     6   7.916    11.488   1  
 10481     5   7.890    163.866  1  
 10481     4   7.870    156.510  1  
 10481     3   7.981    32.994   1  
 10481     6   7.916    11.488   1  
 10481     5   7.890    163.866  1  
 10481     4   7.870    156.510  1  
 10481     3   7.981    32.994   1  
 10595     6   7.942    8.751    1  
 10595     5   7.995    159.662  1  
 10595     4   7.976    148.537  1  
 10595     3   8.136    26.409   1  
 10595     6   7.942    8.751    1  
 10595     5   7.995    159.662  1  
 10595     4   7.976    148.537  1  
 10595     3   8.136    26.409   1  
 10710     6   7.969    9.785    1  
 10710     5   8.111    158.660  1  
 10710     4   8.099    142.078  1  
 10710     3   8.238    16.564   1  
 10710     6   7.969    9.785    1  
 10710     5   8.111    158.660  1  
 10710     4   8.099    142.078  1  
 10710     3   8.238    16.564   1  
 10767     6   8.001    12.332   1  
 10767     5   8.174    158.972  1  
 10767     4   8.166    136.715  1  
 10767     3   8.250    12.007   1  
 10767     6   8.001    12.332   1  
 10767     5   8.174    158.972  1  
 10767     4   8.166    136.715  1  
 10767     3   8.250    12.007   1  
 10882     6   8.303    21.057   1  
 10882     5   8.308    158.445  1  
 10882     4   8.308    121.363  1  
 10882     6   8.303    21.057   1  
 10882     5   8.308    158.445  1  
 10882     4   8.308    121.363  1  
 10995     6   8.512    30.785   1  
 10995     5   8.437    154.385  1  
 10995     4   8.443    109.236  1  
 10995     6   8.512    30.785   1  
 10995     5   8.437    154.385  1  
 10995     4   8.443    109.236  1  
 11053     6   8.591    32.995   1  
 11053     5   8.498    151.176  1  
 11053     4   8.503    105.415  1  
 11053     6   8.591    32.995   1  
 11053     5   8.498    151.176  1  
 11053     4   8.503    105.415  1  
 11166     6   8.748    30.905   1  
 11166     5   8.608    144.027  1  
 11166     4   8.606    102.777  1  
 11166     6   8.748    30.905   1  
 11166     5   8.608    144.027  1  
 11166     4   8.606    102.777  1  
 11225     6   8.831    26.609   1  
 11225     5   8.666    139.956  1  
 11225     4   8.658    102.902  1  
 11225     6   8.831    26.609   1  
 11225     5   8.666    139.956  1  
 11225     4   8.658    102.902  1  
 11340     6   8.938    15.391   1  
 11340     5   8.788    133.485  1  
 11340     4   8.762    106.878  1  
 11340     6   8.938    15.391   1  
 11340     5   8.788    133.485  1  
 11340     4   8.762    106.878  1  
 11454     6   8.959    6.859    1  
 11454     5   8.924    122.343  1  
 11454     4   8.884    113.675  1  
 11454     3   9.096    6.301    1  
 11454     6   8.959    6.859    1  
 11454     5   8.924    122.343  1  
 11454     4   8.884    113.675  1  
 11454     3   9.096    6.301    1  
 11512     5   8.993    114.298  1  
 11512     4   8.945    115.404  1  
 11512     3   9.101    7.951    1  
 11512     5   8.993    114.298  1  
 11512     4   8.945    115.404  1  
 11512     3   9.101    7.951    1  
 11626     5   9.115    104.832  1  
 11626     4   9.059    114.053  1  
 11626     3   9.125    13.095   1  
 11626     5   9.115    104.832  1  
 11626     4   9.059    114.053  1  
 11626     3   9.125    13.095   1  
 11740     5   9.216    97.183   1  
 11740     4   9.167    110.513  1  
 11740     3   9.171    13.310   1  
 11740     5   9.216    97.183   1  
 11740     4   9.167    110.513  1  
 11740     3   9.171    13.310   1  
 11798     5   9.263    94.884   1  
 11798     4   9.224    108.721  1  
 11798     3   9.189    12.066   1  
 11798     5   9.263    94.884   1  
 11798     4   9.224    108.721  1  
 11798     3   9.189    12.066   1  
 11910     5   9.360    92.476   1  
 11910     4   9.338    105.123  1  
 11910     3   9.220    8.537    1  
 11910     5   9.360    92.476   1  
 11910     4   9.338    105.123  1  
 11910     3   9.220    8.537    1  
 11969     5   9.416    93.981   1  
 11969     4   9.399    101.826  1  
 11969     3   9.232    6.881    1  
 11969     5   9.416    93.981   1  
 11969     4   9.399    101.826  1  
 11969     3   9.232    6.881    1  
 12084     5   9.546    101.899  1  
 12084     4   9.535    93.838   1  
 12084     5   9.546    101.899  1  
 12084     4   9.535    93.838   1  
 12199     6   9.872    5.152    1  
 12199     5   9.673    107.491  1  
 12199     4   9.668    83.302   1  
 12199     6   9.872    5.152    1  
 12199     5   9.673    107.491  1  
 12199     4   9.668    83.302   1  
 12256     6   9.880    6.823    1  
 12256     5   9.733    107.267  1  
 12256     4   9.730    79.792   1  
 12256     6   9.880    6.823    1  
 12256     5   9.733    107.267  1  
 12256     4   9.730    79.792   1  
 12370     6   9.909    8.945    1  
 12370     5   9.844    103.217  1  
 12370     4   9.831    74.281   1  
 12370     6   9.909    8.945    1  
 12370     5   9.844    103.217  1  
 12370     4   9.831    74.281   1  
 12484     6   9.938    7.593    1  
 12484     5   9.948    99.865   1  
 12484     4   9.929    72.649   1  
 12484     6   9.938    7.593    1  
 12484     5   9.948    99.865   1  
 12484     4   9.929    72.649   1  
 12542     6   9.950    5.915    1  
 12542     5   10.004   97.869   1  
 12542     4   9.983    72.495   1  
 12542     6   9.950    5.915    1  
 12542     5   10.004   97.869   1  
 12542     4   9.983    72.495   1  
 12655     5   10.122   91.642   1  
 12655     4   10.096   74.714   1  
 12655     5   10.122   91.642   1  
 12655     4   10.096   74.714   1  
 12714     5   10.188   86.922   1  
 12714     4   10.157   75.800   1  
 12714     5   10.188   86.922   1  
 12714     4   10.157   75.800   1  
 12828     5   10.314   77.276   1  
 12828     4   10.286   79.261   1  
 12828     5   10.314   77.276   1  
 12828     4   10.286   79.261   1  
 12943     5   10.427   69.547   1  
 12943     4   10.402   79.234   1  
 12943     3   10.562   3.485    1  
 12943     5   10.427   69.547   1  
 12943     4   10.402   79.234   1  
 12943     3   10.562   3.485    1  
 13000     5   10.477   66.837   1  
 13000     4   10.456   77.975   1  
 13000     5   10.477   66.837   1  
 13000     4   10.456   77.975   1  
 13115     5   10.576   63.460   1  
 13115     4   10.559   75.201   1  
 13115     5   10.576   63.460   1  
 13115     4   10.559   75.201   1  
 13228     5   10.671   62.815   1  
 13228     4   10.666   71.762   1  
 13228     5   10.671   62.815   1  
 13228     4   10.666   71.762   1  
 13287     5   10.734   64.428   1  
 13287     4   10.727   69.938   1  
 13287     5   10.734   64.428   1  
 13287     4   10.727   69.938   1  
 13399     5   10.856   67.865   1  
 13399     4   10.847   63.539   1  
 13399     5   10.856   67.865   1  
 13399     4   10.847   63.539   1  
 13458     5   10.926   70.457   1  
 13458     4   10.912   59.176   1  
 13458     5   10.926   70.457   1  
 13458     4   10.912   59.176   1  
 13573     5   11.052   74.256   1  
 13573     4   11.036   53.614   1  
 13573     5   11.052   74.256   1  
 13573     4   11.036   53.614   1  
 13687     5   11.166   73.812   1  
 13687     4   11.144   50.612   1  
 13687     5   11.166   73.812   1  
 13687     4   11.144   50.612   1  
 13745     5   11.219   72.506   1  
 13745     4   11.203   49.489   1  
 13745     5   11.219   72.506   1  
 13745     4   11.203   49.489   1  
 13859     5   11.320   68.688   1  
 13859     4   11.295   48.654   1  
 13859     5   11.320   68.688   1  
 13859     4   11.295   48.654   1  
 13973     5   11.431   63.686   1  
 13973     4   11.399   50.479   1  
 13973     5   11.431   63.686   1  
 13973     4   11.399   50.479   1  
 14031     5   11.494   60.141   1  
 14031     4   11.461   51.844   1  
 14031     5   11.494   60.141   1  
 14031     4   11.461   51.844   1  
 14143     5   11.618   51.932   1  
 14143     4   11.591   54.909   1  
 14143     5   11.618   51.932   1  
 14143     4   11.591   54.909   1  
 14203     5   11.683   48.221   1  
 14203     4   11.653   56.273   1  
 14203     5   11.683   48.221   1  
 14203     4   11.653   56.273   1  
 14317     5   11.799   43.274   1  
 14317     4   11.771   56.190   1  
 14317     5   11.799   43.274   1  
 14317     4   11.771   56.190   1  
 14432     5   11.899   40.266   1  
 14432     4   11.879   56.189   1  
 14432     5   11.899   40.266   1  
 14432     4   11.879   56.189   1  
 14489     5   11.956   38.890   1  
 14489     4   11.933   55.128   1  
 14489     5   11.956   38.890   1  
 14489     4   11.933   55.128   1  
 14604     5   12.069   37.460   1  
 14604     4   12.044   54.003   1  
 14604     5   12.069   37.460   1  
 14604     4   12.044   54.003   1  
 14717     5   12.195   36.681   1  
 14717     4   12.168   52.697   1  
 14717     5   12.195   36.681   1  
 14717     4   12.168   52.697   1  
 14775     5   12.273   36.756   1  
 14775     4   12.236   51.195   1  
 14775     5   12.273   36.756   1  
 14775     4   12.236   51.195   1  
 14888     5   12.404   36.842   1  
 14888     4   12.363   49.677   1  
 14888     5   12.404   36.842   1  
 14888     4   12.363   49.677   1  
 14946     5   12.465   37.206   1  
 14946     4   12.417   48.849   1  
 14946     5   12.465   37.206   1  
 14946     4   12.417   48.849   1  
 15062     5   12.580   36.512   1  
 15062     4   12.522   47.614   1  
 15062     5   12.580   36.512   1  
 15062     4   12.522   47.614   1  
 15176     5   12.677   34.680   1  
 15176     4   12.623   46.589   1  
 15176     5   12.677   34.680   1  
 15176     4   12.623   46.589   1  
 15234     5   12.727   33.562   1  
 15234     4   12.669   46.675   1  
 15234     5   12.727   33.562   1  
 15234     4   12.669   46.675   1  
 15348     5   12.850   30.697   1  
 15348     4   12.767   46.642   1  
 15348     5   12.850   30.697   1  
 15348     4   12.767   46.642   1  
 15462     5   12.968   28.037   1  
 15462     4   12.876   46.859   1  
 15462     5   12.968   28.037   1  
 15462     4   12.876   46.859   1  
 15520     5   13.030   27.255   1  
 15520     4   12.938   47.415   1  
 15520     5   13.030   27.255   1  
 15520     4   12.938   47.415   1  
 15632     5   13.137   25.289   1  
 15632     4   13.066   46.404   1  
 15632     5   13.137   25.289   1  
 15632     4   13.066   46.404   1  
 15691     5   13.191   25.016   1  
 15691     4   13.118   45.564   1  
 15691     5   13.191   25.016   1  
 15691     4   13.118   45.564   1  
 15806     5   13.291   24.572   1  
 15806     4   13.223   43.887   1  
 15806     5   13.291   24.572   1  
 15806     4   13.223   43.887   1  
 15921     5   13.396   24.729   1  
 15921     4   13.336   42.408   1  
 15921     5   13.396   24.729   1  
 15921     4   13.336   42.408   1  
 15978     5   13.447   24.896   1  
 15978     4   13.391   42.025   1  
 15978     5   13.447   24.896   1  
 15978     4   13.391   42.025   1  
 16092     5   13.570   25.513   1  
 16092     4   13.511   38.778   1  
 16092     5   13.570   25.513   1  
 16092     4   13.511   38.778   1  
 16206     5   13.698   27.082   1  
 16206     4   13.632   36.545   1  
 16206     5   13.698   27.082   1  
 16206     4   13.632   36.545   1  
 16264     5   13.759   26.632   1  
 16264     4   13.696   35.395   1  
 16264     5   13.759   26.632   1  
 16264     4   13.696   35.395   1  
 16377     5   13.869   26.632   1  
 16377     4   13.809   34.621   1  
 16377     5   13.869   26.632   1  
 16377     4   13.809   34.621   1  
 16436     5   13.932   26.005   1  
 16436     4   13.860   34.102   1  
 16436     5   13.932   26.005   1  
 16436     4   13.860   34.102   1  
 16550     5   14.029   24.312   1  
 16550     4   13.944   33.836   1  
 16550     5   14.029   24.312   1  
 16550     4   13.944   33.836   1  
 16665     5   14.155   21.875   1  
 16665     4   14.049   35.304   1  
 16665     5   14.155   21.875   1  
 16665     4   14.049   35.304   1  
 16722     5   14.208   20.421   1  
 16722     4   14.119   35.674   1  
 16722     5   14.208   20.421   1  
 16722     4   14.119   35.674   1  
 16837     5   14.347   17.941   1  
 16837     4   14.249   36.425   1  
 16837     5   14.347   17.941   1  
 16837     4   14.249   36.425   1  
 16950     5   14.422   15.819   1  
 16950     4   14.362   36.088   1  
 16950     5   14.422   15.819   1  
 16950     4   14.362   36.088   1  
 17009     5   14.448   15.297   1  
 17009     4   14.415   35.707   1  
 17009     5   14.448   15.297   1  
 17009     4   14.415   35.707   1  
 17121     5   14.504   14.379   1  
 17121     4   14.516   35.460   1  
 17121     5   14.504   14.379   1  
 17121     4   14.516   35.460   1  
 17180     5   14.529   13.739   1  
 17180     4   14.569   35.136   1  
 17180     5   14.529   13.739   1  
 17180     4   14.569   35.136   1  
 17295     5   14.601   14.109   1  
 17295     4   14.677   34.014   1  
 17295     5   14.601   14.109   1  
 17295     4   14.677   34.014   1  
 17409     5   14.674   14.639   1  
 17409     4   14.807   33.230   1  
 17409     5   14.674   14.639   1  
 17409     4   14.807   33.230   1  
 17466     5   14.729   14.640   1  
 17466     4   14.873   32.959   1  
 17466     5   14.729   14.640   1  
 17466     4   14.873   32.959   1  
 17581     5   14.840   14.730   1  
 17581     4   14.992   31.974   1  
 17581     5   14.840   14.730   1  
 17581     4   14.992   31.974   1  
 17695     5   14.932   14.642   1  
 17695     4   15.112   30.157   1  
 17695     5   14.932   14.642   1  
 17695     4   15.112   30.157   1  
 17753     5   14.972   14.087   1  
 17753     4   15.161   30.574   1  
 17753     5   14.972   14.087   1  
 17753     4   15.161   30.574   1  
 17865     5   15.059   13.556   1  
 17865     4   15.263   30.266   1  
 17865     5   15.059   13.556   1  
 17865     4   15.263   30.266   1  
 17924     5   15.093   12.662   1  
 17924     4   15.315   30.313   1  
 17924     5   15.093   12.662   1  
 17924     4   15.315   30.313   1  
 18039     5   15.148   11.316   1  
 18039     4   15.451   29.910   1  
 18039     5   15.148   11.316   1  
 18039     4   15.451   29.910   1  
 18154     5   15.200   10.344   1  
 18154     4   15.579   29.976   1  
 18154     5   15.200   10.344   1  
 18154     4   15.579   29.976   1  
 18211     5   15.226   9.900    1  
 18211     4   15.644   29.467   1  
 18211     5   15.226   9.900    1  
 18211     4   15.644   29.467   1  
 18325     5   15.280   9.907    1  
 18325     4   15.753   28.350   1  
 18325     5   15.280   9.907    1  
 18325     4   15.753   28.350   1  
 18439     5   15.335   9.826    1  
 18439     4   15.869   27.897   1  
 18439     5   15.335   9.826    1  
 18439     4   15.869   27.897   1  
 18497     5   15.362   9.230    1  
 18497     4   15.926   27.496   1  
 18497     5   15.362   9.230    1  
 18497     4   15.926   27.496   1  
 18610     5   15.424   9.323    1  
 18610     4   16.033   27.160   1  
 18610     5   15.424   9.323    1  
 18610     4   16.033   27.160   1  
 18669     5   15.457   9.556    1  
 18669     4   16.098   26.709   1  
 18669     5   15.457   9.556    1  
 18669     4   16.098   26.709   1  
 18783     5   15.531   9.808    1  
 18783     4   16.231   25.900   1  
 18783     5   15.531   9.808    1  
 18783     4   16.231   25.900   1  
 18898     5   15.624   10.357   1  
 18898     4   16.340   25.295   1  
 18898     5   15.624   10.357   1  
 18898     4   16.340   25.295   1  
 18955     5   15.668   10.021   1  
 18955     4   16.397   25.038   1  
 18955     5   15.668   10.021   1  
 18955     4   16.397   25.038   1  
 19070     5   15.748   9.241    1  
 19070     4   16.511   23.785   1  
 19070     5   15.748   9.241    1  
 19070     4   16.511   23.785   1  
 19184     5   15.824   8.703    1  
 19184     4   16.617   23.694   1  
 19184     5   15.824   8.703    1  
 19184     4   16.617   23.694   1  
 19241     5   15.859   8.145    1  
 19241     4   16.676   24.144   1  
 19241     5   15.859   8.145    1  
 19241     4   16.676   24.144   1  
 19354     5   15.923   7.147    1  
 19354     4   16.793   24.388   1  
 19354     5   15.923   7.147    1  
 19354     4   16.793   24.388   1  
 19413     5   15.953   6.800    1  
 19413     4   16.861   23.622   1  
 19413     5   15.953   6.800    1  
 19413     4   16.861   23.622   1  
 19528     5   16.011   6.597    1  
 19528     4   16.991   22.922   1  
 19528     5   16.011   6.597    1  
 19528     4   16.991   22.922   1  
 19642     5   16.072   6.493    1  
 19642     4   17.107   23.000   1  
 19642     5   16.072   6.493    1  
 19642     4   17.107   23.000   1  
 19700     5   16.105   6.748    1  
 19700     4   17.156   22.980   1  
 19700     5   16.105   6.748    1  
 19700     4   17.156   22.980   1  
 19814     5   16.171   6.628    1  
 19814     4   17.258   22.176   1  
 19814     5   16.171   6.628    1  
 19814     4   17.258   22.176   1  
 19928     5   16.245   7.122    1  
 19928     4   17.371   21.155   1  
 19928     5   16.245   7.122    1  
 19928     4   17.371   21.155   1  
 19986     5   16.287   7.201    1  
 19986     4   17.432   20.663   1  
 19986     5   16.287   7.201    1  
 19986     4   17.432   20.663   1  
 20098     5   16.378   8.034    1  
 20098     4   17.556   20.024   1  
 20098     5   16.378   8.034    1  
 20098     4   17.556   20.024   1  
 20158     5   16.427   7.898    1  
 20158     4   17.623   19.537   1  
 20158     5   16.427   7.898    1  
 20158     4   17.623   19.537   1  
 20272     5   16.521   7.603    1  
 20272     4   17.722   18.763   1  
 20272     5   16.521   7.603    1  
 20272     4   17.722   18.763   1  
 20387     5   16.614   7.399    1  
 20387     4   17.812   18.785   1  
 20387     5   16.614   7.399    1  
 20387     4   17.812   18.785   1  
 20444     5   16.656   7.219    1  
 20444     4   17.856   18.066   1  
 20444     5   16.656   7.219    1  
 20444     4   17.856   18.066   1  
 20558     5   16.739   6.645    1  
 20558     4   17.970   18.960   1  
 20558     5   16.739   6.645    1  
 20558     4   17.970   18.960   1  
 20672     5   16.817   5.904    1  
 20672     4   18.094   18.943   1  
 20672     5   16.817   5.904    1  
 20672     4   18.094   18.943   1  
 20730     5   16.851   5.332    1  
 20730     4   18.161   18.888   1  
 20730     5   16.851   5.332    1  
 20730     4   18.161   18.888   1  
 20843     5   16.919   5.149    1  
 20843     4   18.283   18.757   1  
 20843     5   16.919   5.149    1  
 20843     4   18.283   18.757   1  
 20902     5   16.954   5.110    1  
 20902     4   18.333   18.250   1  
 20902     5   16.954   5.110    1  
 20902     4   18.333   18.250   1  
 21017     5   17.025   5.173    1  
 21017     4   18.441   18.040   1  
 21017     5   17.025   5.173    1  
 21017     4   18.441   18.040   1  
 21131     5   17.093   4.979    1  
 21131     4   18.539   17.572   1  
 21131     5   17.093   4.979    1  
 21131     4   18.539   17.572   1  
 21188     5   17.131   5.420    1  
 21188     4   18.583   17.505   1  
 21188     5   17.131   5.420    1  
 21188     4   18.583   17.505   1  
 21303     5   17.213   5.845    1  
 21303     4   18.686   16.877   1  
 21303     5   17.213   5.845    1  
 21303     4   18.686   16.877   1  
 21417     5   17.305   6.427    1  
 21417     4   18.761   15.839   1  
 21417     5   17.305   6.427    1  
 21417     4   18.761   15.839   1  
 21475     5   17.354   6.654    1  
 21475     4   18.808   15.920   1  
 21475     5   17.354   6.654    1  
 21475     4   18.808   15.920   1  
 21587     5   17.454   6.573    1  
 21587     4   18.886   15.050   1  
 21587     5   17.454   6.573    1  
 21587     4   18.886   15.050   1  
 21646     5   17.502   6.107    1  
 21646     4   18.924   15.027   1  
 21646     5   17.502   6.107    1  
 21646     4   18.924   15.027   1  
 21761     5   19.234   5.868    1  
 21761     4   19.005   14.523   1  
 21761     5   19.234   5.868    1  
 21761     4   19.005   14.523   1  
 21875     5   19.240   5.563    1  
 21875     4   19.099   14.908   1  
 21875     5   19.240   5.563    1  
 21875     4   19.099   14.908   1  
 21933     5   19.250   5.527    1  
 21933     4   19.155   14.883   1  
 21933     5   19.250   5.527    1  
 21933     4   19.155   14.883   1  
 22047     5   19.266   4.637    1  
 22047     4   19.272   15.006   1  
 22047     5   19.266   4.637    1  
 22047     4   19.272   15.006   1  
 22161     5   19.282   4.080    1  
 22161     4   19.395   14.639   1  
 22161     5   19.282   4.080    1  
 22161     4   19.395   14.639   1  
 22219     5   19.291   4.117    1  
 22219     4   19.451   14.648   1  
 22219     5   19.291   4.117    1  
 22219     4   19.451   14.648   1  
 22332     5   19.317   4.012    1  
 22332     4   19.568   14.586   1  
 22332     5   19.317   4.012    1  
 22332     4   19.568   14.586   1  
 22391     5   19.331   4.429    1  
 22391     4   19.608   13.949   1  
 22391     5   19.331   4.429    1  
 22391     4   19.608   13.949   1  
 22505     5   19.357   4.269    1  
 22505     4   19.699   13.588   1  
 22505     5   19.357   4.269    1  
 22505     4   19.699   13.588   1  
 22620     5   19.391   4.472    1  
 22620     4   19.794   13.062   1  
 22620     5   19.391   4.472    1  
 22620     4   19.794   13.062   1  
 22677     5   19.412   4.785    1  
 22677     4   19.842   12.996   1  
 22677     5   19.412   4.785    1  
 22677     4   19.842   12.996   1  
 22792     5   19.457   4.989    1  
 22792     4   19.930   12.474   1  
 22792     5   19.457   4.989    1  
 22792     4   19.930   12.474   1  
 22905     5   19.502   4.876    1  
 22905     4   20.021   12.404   1  
 22905     5   19.502   4.876    1  
 22905     4   20.021   12.404   1  
 22963     5   19.530   4.949    1  
 22963     4   20.064   12.085   1  
 22963     5   19.530   4.949    1  
 22963     4   20.064   12.085   1  
 23076     5   19.580   4.578    1  
 23076     4   20.142   11.610   1  
 23076     5   19.580   4.578    1  
 23076     4   20.142   11.610   1  
 23135     5   19.606   4.277    1  
 23135     4   20.188   11.486   1  
 23135     5   19.606   4.277    1  
 23135     4   20.188   11.486   1  
 23250     5   19.662   4.200    1  
 23250     4   20.281   11.561   1  
 23250     5   19.662   4.200    1  
 23250     4   20.281   11.561   1  
 23364     5   19.714   3.805    1  
 23364     4   20.388   11.495   1  
 23364     5   19.714   3.805    1  
 23364     4   20.388   11.495   1  
 23421     5   19.743   3.777    1  
 23421     4   20.437   11.181   1  
 23421     5   19.743   3.777    1  
 23421     4   20.437   11.181   1  
 23536     5   19.805   4.183    1  
 23536     4   20.537   11.158   1  
 23536     5   19.805   4.183    1  
 23536     4   20.537   11.158   1  
 23650     5   19.863   3.424    1  
 23650     4   20.638   11.105   1  
 23650     5   19.863   3.424    1  
 23650     4   20.638   11.105   1  
 23708     5   19.895   3.507    1  
 23708     4   20.690   11.068   1  
 23708     5   19.895   3.507    1  
 23708     4   20.690   11.068   1  
 23820     5   19.958   3.478    1  
 23820     4   20.790   10.784   1  
 23820     5   19.958   3.478    1  
 23820     4   20.790   10.784   1  
 23880     4   20.842   10.790   1  
 23880     4   20.842   10.790   1  
 23994     5   21.742   3.461    1  
 23994     4   20.945   10.605   1  
 23994     5   21.742   3.461    1  
 23994     4   20.945   10.605   1  
 24109     4   21.041   10.258   1  
 24109     4   21.041   10.258   1  
 24166     4   21.092   10.475   1  
 24166     4   21.092   10.475   1  
 24280     4   21.192   10.303   1  
 24280     4   21.192   10.303   1  
 24394     4   21.303   10.907   1  
 24394     4   21.303   10.907   1  
 24452     4   21.360   10.565   1  
 24452     4   21.360   10.565   1  
 24565     4   21.481   10.754   1  
 24565     4   21.481   10.754   1  
 24624     4   21.539   10.761   1  
 24624     4   21.539   10.761   1  
 24738     4   21.657   10.882   1  
 24738     4   21.657   10.882   1  
 24853     4   21.769   10.484   1  
 24853     4   21.769   10.484   1  
 24910     4   21.829   10.676   1  
 24910     4   21.829   10.676   1  
 25025     4   21.930   9.883    1  
 25025     4   21.930   9.883    1  
 25138     4   22.038   10.004   1  
 25138     4   22.038   10.004   1  
 25196     4   22.089   9.820    1  
 25196     4   22.089   9.820    1  
 25309     4   22.195   9.654    1  
 25309     4   22.195   9.654    1  
 25368     4   22.245   9.662    1  
 25368     4   22.245   9.662    1  
 25483     4   22.349   9.247    1  
 25483     4   22.349   9.247    1  
 25597     4   22.453   9.526    1  
 25597     4   22.453   9.526    1  
 25655     4   22.505   9.795    1  
 25655     4   22.505   9.795    1  
 25769     4   22.612   9.378    1  
 25769     4   22.612   9.378    1  
 25883     4   22.716   9.369    1  
 25883     4   22.716   9.369    1  
 25941     4   22.769   9.455    1  
 25941     4   22.769   9.455    1  
 26053     4   22.867   9.109    1  
 26053     4   22.867   9.109    1  
 26113     4   22.916   9.140    1  
 26113     4   22.916   9.140    1  
 26227     4   23.010   8.647    1  
 26227     4   23.010   8.647    1  
 26342     4   23.102   8.357    1  
 26342     4   23.102   8.357    1  
 26399     4   23.148   8.337    1  
 26399     4   23.148   8.337    1  
 26513     4   23.239   8.095    1  
 26513     4   23.239   8.095    1  
 26627     4   23.325   7.905    1  
 26627     4   23.325   7.905    1  
 26685     4   23.364   7.215    1  
 26685     4   23.364   7.215    1  
 26797     4   23.442   7.232    1  
 26797     4   23.442   7.232    1  
 26857     4   23.482   7.051    1  
 26857     4   23.482   7.051    1  
 26971     4   23.561   6.677    1  
 26971     4   23.561   6.677    1  
 27086     4   23.643   6.626    1  
 27086     4   23.643   6.626    1  
 27143     4   23.684   6.572    1  
 27143     4   23.684   6.572    1  
 27258     4   23.762   6.162    1  
 27258     4   23.762   6.162    1  
 27371     4   23.837   5.914    1  
 27371     4   23.837   5.914    1  
 27429     4   23.873   5.697    1  
 27429     4   23.873   5.697    1  
 27543     5   25.125   3.744    1  
 27543     4   23.942   5.002    1  
 27543     5   25.125   3.744    1  
 27543     4   23.942   5.002    1  
 27601     5   25.143   4.586    1  
 27601     4   23.974   4.925    1  
 27601     5   25.143   4.586    1  
 27601     4   23.974   4.925    1  
 27716     5   25.182   5.019    1  
 27716     4   24.031   3.649    1  
 27716     5   25.182   5.019    1  
 27716     4   24.031   3.649    1  
 27830     5   25.220   6.033    1  
 27830     5   25.220   6.033    1  
 27888     5   25.235   5.451    1  
 27888     5   25.235   5.451    1  
 28002     5   25.272   6.097    1  
 28002     5   25.272   6.097    1  
 28116     5   25.305   6.116    1  
 28116     5   25.305   6.116    1  
 28174     5   25.320   5.951    1  
 28174     5   25.320   5.951    1  
 28287     5   25.353   6.031    1  
 28287     5   25.353   6.031    1  
 28346     5   25.370   5.786    1  
 28346     5   25.370   5.786    1  
 28460     5   25.408   6.324    1  
 28460     5   25.408   6.324    1  
 28575     5   25.450   6.343    1  
 28575     5   25.450   6.343    1  
 28632     5   25.474   6.231    1  
 28632     5   25.474   6.231    1  
 28746     5   25.527   6.700    1  
 28746     5   25.527   6.700    1  
 28860     5   25.577   6.228    1  
 28860     5   25.577   6.228    1  
 28918     5   25.605   6.433    1  
 28918     5   25.605   6.433    1  
 29031     5   25.661   6.467    1  
 29031     5   25.661   6.467    1  
